"X1","X2","bigram"
"steve","linford","steve linford"
"linford","director","linford director"
"director","spamhaus","director spamhaus"
"spamhaus","predicted","spamhaus predicted"
"predicted","spammers","predicted spammers"
"spammers","exploit","spammers exploit"
"exploit","technique","exploit technique"
"technique","trigger","technique trigger"
"trigger","failure","trigger failure"
"failure","nets","failure nets"
"nets","email","nets email"
"email","sending","email sending"
"sending","infrastructure","sending infrastructure"
"infrastructure","david","infrastructure david"
"david","stanley","david stanley"
"stanley","uk","stanley uk"
"uk","managing","uk managing"
"managing","director","managing director"
"director","filtering","director filtering"
"filtering","firm","filtering firm"
"firm","ciphertrust","firm ciphertrust"
"ciphertrust","technique","ciphertrust technique"
"technique","logical","technique logical"
"logical","step","logical step"
"step","spammers","step spammers"
"spammers","adding","spammers adding"
"adding","armoury","adding armoury"
"armoury","amount","armoury amount"
"amount","spam","amount spam"
"spam","circulation","spam circulation"
"circulation","growing","circulation growing"
"growing","stanley","growing stanley"
"stanley","appearance","stanley appearance"
"appearance","trick","appearance trick"
"trick","email","trick email"
"email","meltdown","email meltdown"
"meltdown","kevin","meltdown kevin"
"kevin","hogan","kevin hogan"
"hogan","senior","hogan senior"
"senior","manager","senior manager"
"manager","symantec","manager symantec"
"symantec","security","symantec security"
"security","response","security response"
"response","warnings","response warnings"
"warnings","premature","warnings premature"
"premature","email","premature email"
"email","email","email email"
"email","stopped","email stopped"
"stopped","twothree","stopped twothree"
"twothree","hogan","twothree hogan"
"hogan","technique","hogan technique"
"technique","routing","technique routing"
"routing","mail","routing mail"
"mail","mail","mail mail"
"mail","servers","mail servers"
"servers","net","servers net"
"net","service","net service"
"service","firms","service firms"
"firms","blacklists","firms blacklists"
"blacklists","block","blacklists block"
"block","lists","block lists"
"lists","techniques","lists techniques"
"techniques","stopping","techniques stopping"
"stopping","spam","stopping spam"
"spam","lost","spam lost"
"lost","efficacy","lost efficacy"
"efficacy","hogan","efficacy hogan"
"hogan","junk","hogan junk"
"junk","mail","junk mail"
"mail","filtered","mail filtered"
"filtered","symantec","filtered symantec"
"symantec","subsidiary","symantec subsidiary"
"subsidiary","brightmail","subsidiary brightmail"
"brightmail","spotted","brightmail spotted"
"spotted","techniques","spotted techniques"
"techniques","rely","techniques rely"
"rely","net","rely net"
"net","addresses","net addresses"
"addresses","instance","addresses instance"
"instance","hogan","instance hogan"
"hogan","filtering","hogan filtering"
"filtering","email","filtering email"
"email","messages","email messages"
"messages","web","messages web"
"web","link","web link"
"link","stop","link stop"
"stop","spam","stop spam"
"spam","warning","spam warning"
"warning","tsunami","warning tsunami"
"tsunami","aid","tsunami aid"
"aid","website","aid website"
"website","net","website net"
"net","users","net users"
"users","told","users told"
"told","avoid","told avoid"
"avoid","scam","avoid scam"
"scam","website","scam website"
"website","claims","website claims"
"claims","collect","claims collect"
"collect","cash","collect cash"
"cash","behalf","cash behalf"
"behalf","tsunami","behalf tsunami"
"tsunami","victims","tsunami victims"
"victims","site","victims site"
"site","plausible","site plausible"
"plausible","version","plausible version"
"version","official","version official"
"official","disasters","official disasters"
"disasters","emergency","disasters emergency"
"emergency","committee","emergency committee"
"committee","webpage","committee webpage"
"webpage","dec","webpage dec"
"dec","connection","dec connection"
"connection","fake","connection fake"
"fake","site","fake site"
"site","contacted","site contacted"
"contacted","police","contacted police"
"police","site","police site"
"site","list","site list"
"list","scams","list scams"
"scams","cash","scams cash"
"cash","goodwill","cash goodwill"
"goodwill","generated","goodwill generated"
"generated","tsunami","generated tsunami"
"tsunami","disaster","tsunami disaster"
"disaster","link","disaster link"
"link","website","link website"
"website","contained","website contained"
"contained","spam","contained spam"
"spam","email","spam email"
"email","circulating","email circulating"
"circulating","messages","circulating messages"
"messages","subject","messages subject"
"subject","line","subject line"
"line","reads","line reads"
"reads","urgent","reads urgent"
"urgent","tsunami","urgent tsunami"
"tsunami","earthquake","tsunami earthquake"
"earthquake","appeal","earthquake appeal"
"appeal","text","appeal text"
"text","bears","text bears"
"bears","poor","bears poor"
"poor","grammar","poor grammar"
"grammar","bad","grammar bad"
"bad","spelling","bad spelling"
"spelling","characterises","spelling characterises"
"characterises","phishing","characterises phishing"
"phishing","attempts","phishing attempts"
"attempts","web","attempts web"
"web","address","web address"
"address","fake","address fake"
"fake","site","fake site"
"site","decukorg","site decukorg"
"decukorg","close","decukorg close"
"close","official","close official"
"official","wwwdecorguk","official wwwdecorguk"
"wwwdecorguk","address","wwwdecorguk address"
"address","confuse","address confuse"
"confuse","people","confuse people"
"people","keen","people keen"
"keen","donate","keen donate"
"donate","patricia","donate patricia"
"patricia","sanders","patricia sanders"
"sanders","spokeswoman","sanders spokeswoman"
"spokeswoman","disaster","spokeswoman disaster"
"disaster","emergency","disaster emergency"
"emergency","committee","emergency committee"
"committee","aware","committee aware"
"aware","site","aware site"
"site","contacted","site contacted"
"contacted","computer","contacted computer"
"computer","crime","computer crime"
"crime","unit","crime unit"
"unit","scotland","unit scotland"
"scotland","yard","scotland yard"
"yard","shut","yard shut"
"shut","spam","shut spam"
"spam","emails","spam emails"
"emails","directing","emails directing"
"directing","people","directing people"
"people","site","people site"
"site","started","site started"
"started","circulating","started circulating"
"circulating","days","circulating days"
"days","shortly","days shortly"
"shortly","domain","shortly domain"
"domain","site","domain site"
"site","registered","site registered"
"registered","fake","registered fake"
"fake","site","fake site"
"site","run","site run"
"run","romania","run romania"
"romania","ms","romania ms"
"ms","sanders","ms sanders"
"sanders","dec","sanders dec"
"dec","contacted","dec contacted"
"contacted","net","contacted net"
"net","registrars","net registrars"
"registrars","handle","registrars handle"
"handle","domain","handle domain"
"domain","ownership","domain ownership"
"ownership","net","ownership net"
"net","hosting","net hosting"
"hosting","firm","hosting firm"
"firm","keeping","firm keeping"
"keeping","site","keeping site"
"site","web","site web"
"web","dec","web dec"
"dec","push","dec push"
"push","cash","push cash"
"cash","donated","cash donated"
"donated","site","donated site"
"site","handed","site handed"
"handed","official","handed official"
"official","organisation","official organisation"
"organisation","bt","organisation bt"
"bt","decs","bt decs"
"decs","hosting","decs hosting"
"hosting","company","hosting company"
"company","efforts","company efforts"
"efforts","site","efforts site"
"site","shut","site shut"
"shut","ms","shut ms"
"ms","sanders","ms sanders"
"sanders","sending","sanders sending"
"sending","spam","sending spam"
"spam","email","spam email"
"email","solicit","email solicit"
"solicit","donations","solicit donations"
"donations","decs","donations decs"
"decs","style","decs style"
"style","canvass","style canvass"
"canvass","support","canvass support"
"support","dec","support dec"
"dec","hoped","dec hoped"
"hoped","fake","hoped fake"
"fake","site","fake site"
"site","shut","site shut"
"shut","attempts","shut attempts"
"attempts","bbc","attempts bbc"
"bbc","news","bbc news"
"news","website","news website"
"website","contact","website contact"
"contact","people","contact people"
"people","site","people site"
"site","failed","site failed"
"failed","email","failed email"
"email","addresses","email addresses"
"addresses","supplied","addresses supplied"
"supplied","site","supplied site"
"site","real","site real"
"real","owner","real owner"
"owner","domain","owner domain"
"domain","obscured","domain obscured"
"obscured","publicly","obscured publicly"
"publicly","net","publicly net"
"net","records","net records"
"records","attempt","records attempt"
"attempt","cash","attempt cash"
"cash","outpouring","cash outpouring"
"outpouring","goodwill","outpouring goodwill"
"goodwill","accompanied","goodwill accompanied"
"accompanied","appeals","accompanied appeals"
"appeals","tsunami","appeals tsunami"
"tsunami","aid","tsunami aid"
"aid","email","aid email"
"email","january","email january"
"january","claimed","january claimed"
"claimed","lost","claimed lost"
"lost","parents","lost parents"
"parents","disaster","parents disaster"
"disaster","moving","disaster moving"
"moving","inheritance","moving inheritance"
"inheritance","bank","inheritance bank"
"bank","account","bank account"
"account","netherlands","account netherlands"
"netherlands","con","netherlands con"
"con","similar","con similar"
"similar","familiar","similar familiar"
"familiar","nigerian","familiar nigerian"
"nigerian","forward","nigerian forward"
"forward","fee","forward fee"
"fee","fraud","fee fraud"
"fraud","emails","fraud emails"
"emails","milk","emails milk"
"milk","money","milk money"
"money","people","money people"
"people","promising","people promising"
"promising","cut","promising cut"
"cut","larger","cut larger"
"larger","cash","larger cash"
"cash","pile","cash pile"
"pile","scam","pile scam"
"scam","emails","scam emails"
"emails","included","emails included"
"included","link","included link"
"link","website","link website"
"website","supposedly","website supposedly"
"supposedly","people","supposedly people"
"people","donate","people donate"
"donate","money","donate money"
"money","loaded","money loaded"
"loaded","spyware","loaded spyware"
"spyware","computers","spyware computers"
"computers","grabbed","computers grabbed"
"grabbed","confidential","grabbed confidential"
"confidential","information","confidential information"
"information","monthly","information monthly"
"monthly","report","monthly report"
"report","antivirus","report antivirus"
"antivirus","firm","antivirus firm"
"firm","sophos","firm sophos"
"sophos","email","sophos email"
"email","messages","email messages"
"messages","tsunami","messages tsunami"
"tsunami","top","tsunami top"
"top","hoax","top hoax"
"hoax","list","hoax list"
"list","january","list january"
"january","tsunamirelated","january tsunamirelated"
"tsunamirelated","email","tsunamirelated email"
"email","circulating","email circulating"
"circulating","carries","circulating carries"
"carries","zar","carries zar"
"zar","worm","zar worm"
"worm","spread","worm spread"
"spread","familiar","spread familiar"
"familiar","route","familiar route"
"route","microsofts","route microsofts"
"microsofts","outlook","microsofts outlook"
"outlook","email","outlook email"
"email","program","email program"
"program","attachment","program attachment"
"attachment","mail","attachment mail"
"mail","contact","mail contact"
"contact","list","contact list"
"list","plundered","list plundered"
"plundered","worm","plundered worm"
"worm","keen","worm keen"
"keen","addresses","keen addresses"
"addresses","send","addresses send"
"send","piero","send piero"
"piero","rugby","piero rugby"
"rugby","perspective","rugby perspective"
"perspective","bbc","perspective bbc"
"bbc","sport","bbc sport"
"sport","unveils","sport unveils"
"unveils","analysis","unveils analysis"
"analysis","tool","analysis tool"
"tool","piero","tool piero"
"piero","wales","piero wales"
"wales","england","wales england"
"england","rugby","england rugby"
"rugby","union","rugby union"
"union","match","union match"
"match","saturday","match saturday"
"saturday","picture","saturday picture"
"picture","scene","picture scene"
"scene","wales","scene wales"
"wales","camped","wales camped"
"camped","england","camped england"
"england","line","england line"
"line","dying","line dying"
"dying","nations","dying nations"
"nations","match","nations match"
"match","ball","match ball"
"ball","flung","ball flung"
"flung","winger","flung winger"
"winger","shane","winger shane"
"shane","williams","shane williams"
"williams","crosses","williams crosses"
"crosses","score","crosses score"
"score","winning","score winning"
"winning","wales","winning wales"
"wales","england","wales england"
"england","players","england players"
"players","incensed","players incensed"
"incensed","arguing","incensed arguing"
"arguing","pass","arguing pass"
"pass","forward","pass forward"
"forward","stand","forward stand"
"stand","sports","stand sports"
"sports","fans","sports fans"
"fans","left","fans left"
"left","debating","left debating"
"debating","validity","debating validity"
"validity","days","validity days"
"days","weeks","days weeks"
"weeks","bbc","weeks bbc"
"bbc","sports","bbc sports"
"sports","tool","sports tool"
"tool","piero","tool piero"
"piero","discussions","piero discussions"
"discussions","minutes","discussions minutes"
"minutes","piero","minutes piero"
"piero","named","piero named"
"named","italian","named italian"
"italian","painter","italian painter"
"painter","pioneer","painter pioneer"
"pioneer","perspective","pioneer perspective"
"perspective","piero","perspective piero"
"piero","della","piero della"
"della","francesco","della francesco"
"francesco","creates","francesco creates"
"creates","virtual","creates virtual"
"virtual","stadium","virtual stadium"
"stadium","virtual","stadium virtual"
"virtual","players","virtual players"
"players","tracked","players tracked"
"tracked","angle","tracked angle"
"angle","viewers","angle viewers"
"viewers","precisely","viewers precisely"
"precisely","ball","precisely ball"
"ball","thrown","ball thrown"
"thrown","giving","thrown giving"
"giving","depth","giving depth"
"depth","growing","depth growing"
"growing","wealth","growing wealth"
"wealth","analysis","wealth analysis"
"analysis","sports","analysis sports"
"sports","broadcasts","sports broadcasts"
"broadcasts","technology","broadcasts technology"
"technology","created","technology created"
"created","bbc","created bbc"
"bbc","research","bbc research"
"research","development","research development"
"development","bbc","development bbc"
"bbc","broadcast","bbc broadcast"
"broadcast","bbc","broadcast bbc"
"bbc","broadcasts","bbc broadcasts"
"broadcasts","bbc","broadcasts bbc"
"bbc","sport","bbc sport"
"sport","client","sport client"
"client","start","client start"
"start","system","start system"
"system","audiences","system audiences"
"audiences","growing","audiences growing"
"growing","growing","growing growing"
"growing","closely","growing closely"
"closely","people","closely people"
"people","create","people create"
"create","technology","create technology"
"technology","innovation","technology innovation"
"innovation","bring","innovation bring"
"bring","sport","bring sport"
"sport","life","sport life"
"life","andrew","life andrew"
"andrew","thompson","andrew thompson"
"thompson","bbcs","thompson bbcs"
"bbcs","head","bbcs head"
"head","development","head development"
"development","media","development media"
"media","sports","media sports"
"sports","news","sports news"
"news","appeal","news appeal"
"appeal","core","appeal core"
"core","fans","core fans"
"fans","analysis","fans analysis"
"analysis","detail","analysis detail"
"detail","definitive","detail definitive"
"definitive","answers","definitive answers"
"answers","key","answers key"
"key","passages","key passages"
"passages","play","passages play"
"play","piero","play piero"
"piero","taking","piero taking"
"taking","telemetric","taking telemetric"
"telemetric","data","telemetric data"
"data","fixed","data fixed"
"fixed","camera","fixed camera"
"camera","positions","camera positions"
"positions","sending","positions sending"
"sending","data","sending data"
"data","inside","data inside"
"inside","video","inside video"
"video","signal","video signal"
"signal","pc","signal pc"
"pc","render","pc render"
"render","information","render information"
"information","graphics","information graphics"
"graphics","cameras","graphics cameras"
"cameras","piero","cameras piero"
"piero","detail","piero detail"
"detail","data","detail data"
"data","models","data models"
"models","story","models story"
"story","passage","story passage"
"passage","play","passage play"
"play","tracking","play tracking"
"tracking","individual","tracking individual"
"individual","players","individual players"
"players","field","players field"
"field","tactics","field tactics"
"tactics","andy","tactics andy"
"andy","townsend","andy townsend"
"townsend","bbc","townsend bbc"
"bbc","broadcast","bbc broadcast"
"broadcast","operator","broadcast operator"
"operator","manipulate","operator manipulate"
"manipulate","information","manipulate information"
"information","provide","information provide"
"provide","realtime","provide realtime"
"realtime","replays","realtime replays"
"replays","incidents","replays incidents"
"incidents","indepth","incidents indepth"
"indepth","analysis","indepth analysis"
"analysis","virtual","analysis virtual"
"virtual","camera","virtual camera"
"camera","focus","camera focus"
"focus","virtually","focus virtually"
"virtually","aspect","virtually aspect"
"aspect","pitch","aspect pitch"
"pitch","giving","pitch giving"
"giving","viewers","giving viewers"
"viewers","insight","viewers insight"
"insight","action","insight action"
"action","camera","action camera"
"camera","piero","camera piero"
"piero","wealth","piero wealth"
"wealth","statistical","wealth statistical"
"statistical","detail","statistical detail"
"detail","length","detail length"
"length","kicks","length kicks"
"kicks","length","kicks length"
"length","run","length run"
"run","individual","run individual"
"individual","player","individual player"
"player","height","player height"
"height","lift","height lift"
"lift","lineout","lift lineout"
"lineout","townsend","lineout townsend"
"townsend","sports","townsend sports"
"sports","performance","sports performance"
"performance","companies","performance companies"
"companies","technology","companies technology"
"technology","bbc","technology bbc"
"bbc","broadcast","bbc broadcast"
"broadcast","hopes","broadcast hopes"
"hopes","technology","hopes technology"
"technology","sold","technology sold"
"sold","parties","sold parties"
"parties","sport","parties sport"
"sport","broadcasting","sport broadcasting"
"broadcasting","entertainment","broadcasting entertainment"
"entertainment","game","entertainment game"
"game","source","game source"
"source","leaders","source leaders"
"leaders","slam","leaders slam"
"slam","patents","slam patents"
"patents","war","patents war"
"war","words","war words"
"words","microsoft","words microsoft"
"microsoft","source","microsoft source"
"source","movement","source movement"
"movement","heated","movement heated"
"heated","linux","heated linux"
"linux","founder","linux founder"
"founder","linus","founder linus"
"linus","torvalds","linus torvalds"
"torvalds","led","torvalds led"
"led","attack","led attack"
"attack","software","attack software"
"software","patents","software patents"
"patents","panel","patents panel"
"panel","discussion","panel discussion"
"discussion","linux","discussion linux"
"linux","summit","linux summit"
"summit","california","summit california"
"california","torvalds","california torvalds"
"torvalds","software","torvalds software"
"software","patents","software patents"
"patents","source","patents source"
"source","movement","source movement"
"movement","mitchell","movement mitchell"
"mitchell","kapor","mitchell kapor"
"kapor","chairman","kapor chairman"
"chairman","mozilla","chairman mozilla"
"mozilla","foundation","mozilla foundation"
"foundation","warned","foundation warned"
"warned","microsoft","warned microsoft"
"microsoft","patent","microsoft patent"
"patent","lawsuits","patent lawsuits"
"lawsuits","future","lawsuits future"
"future","linux","future linux"
"linux","freelyavailable","linux freelyavailable"
"freelyavailable","alternative","freelyavailable alternative"
"alternative","microsofts","alternative microsofts"
"microsofts","windows","microsofts windows"
"windows","relies","windows relies"
"relies","community","relies community"
"community","programmers","community programmers"
"programmers","development","programmers development"
"development","based","development based"
"based","source","based source"
"source","principles","source principles"
"principles","modify","principles modify"
"modify","pay","modify pay"
"pay","licence","pay licence"
"licence","fees","licence fees"
"fees","attack","fees attack"
"attack","software","attack software"
"software","patents","software patents"
"patents","time","patents time"
"time","ibm","time ibm"
"ibm","patents","ibm patents"
"patents","freely","patents freely"
"freely","companies","freely companies"
"companies","expected","companies expected"
"expected","follow","expected follow"
"follow","suit","follow suit"
"suit","registered","suit registered"
"registered","software","registered software"
"software","patents","software patents"
"patents","source","patents source"
"source","developers","source developers"
"developers","argue","developers argue"
"argue","granted","argue granted"
"granted","view","granted view"
"view","corroborated","view corroborated"
"corroborated","uk","corroborated uk"
"uk","patent","uk patent"
"patent","office","patent office"
"office","patents","office patents"
"patents","dubious","patents dubious"
"dubious","validity","dubious validity"
"validity","wielded","validity wielded"
"wielded","companies","wielded companies"
"companies","force","companies force"
"force","companies","force companies"
"companies","buy","companies buy"
"buy","licenses","buy licenses"
"licenses","knowledge","licenses knowledge"
"knowledge","afford","knowledge afford"
"afford","court","afford court"
"court","dr","court dr"
"dr","jeremy","dr jeremy"
"jeremy","philpott","jeremy philpott"
"philpott","uk","philpott uk"
"uk","patent","uk patent"
"patent","office","patent office"
"office","panel","office panel"
"panel","worried","panel worried"
"worried","microsoft","worried microsoft"
"microsoft","issue","microsoft issue"
"issue","series","issue series"
"series","patent","series patent"
"patent","lawsuits","patent lawsuits"
"lawsuits","future","lawsuits future"
"future","totally","future totally"
"totally","pushed","totally pushed"
"pushed","wall","pushed wall"
"wall","business","wall business"
"business","model","business model"
"model","holds","model holds"
"holds","era","holds era"
"era","source","era source"
"source","economically","source economically"
"economically","superior","economically superior"
"superior","produce","superior produce"
"produce","softwareof","produce softwareof"
"softwareof","theyre","softwareof theyre"
"theyre","unleash","theyre unleash"
"unleash","wmds","unleash wmds"
"wmds","kapor","wmds kapor"
"kapor","reported","kapor reported"
"reported","microsoft","reported microsoft"
"microsoft","comment","microsoft comment"
"comment","directly","comment directly"
"directly","referring","directly referring"
"referring","issue","referring issue"
"issue","trade","issue trade"
"trade","body","trade body"
"body","intellect","body intellect"
"intellect","intellect","intellect intellect"
"intellect","concerned","intellect concerned"
"concerned","source","concerned source"
"source","patents","source patents"
"patents","coexisted","patents coexisted"
"coexisted","spokeswoman","coexisted spokeswoman"
"spokeswoman","jill","spokeswoman jill"
"jill","sutherland","jill sutherland"
"sutherland","industry","sutherland industry"
"industry","respects","industry respects"
"respects","source","respects source"
"source","movement","source movement"
"movement","represent","movement represent"
"represent","source","represent source"
"source","system","source system"
"system","develop","system develop"
"develop","software","develop software"
"software","companies","software companies"
"companies","choose","companies choose"
"choose","patents","choose patents"
"patents","copyrights","patents copyrights"
"copyrights","source","copyrights source"
"source","treatment","source treatment"
"treatment","intellectual","treatment intellectual"
"intellectual","discoveries","intellectual discoveries"
"discoveries","forced","discoveries forced"
"forced","added","forced added"
"added","reboot","added reboot"
"reboot","eu","reboot eu"
"eu","patent","eu patent"
"patent","law","patent law"
"law","european","law european"
"european","parliament","european parliament"
"parliament","committee","parliament committee"
"committee","rewrite","committee rewrite"
"rewrite","proposals","rewrite proposals"
"proposals","controversial","proposals controversial"
"controversial","european","controversial european"
"european","union","european union"
"union","rules","union rules"
"rules","govern","rules govern"
"govern","computerbased","govern computerbased"
"computerbased","inventions","computerbased inventions"
"inventions","legal","inventions legal"
"legal","affairs","legal affairs"
"affairs","committee","affairs committee"
"committee","juri","committee juri"
"juri","commission","juri commission"
"commission","resubmit","commission resubmit"
"resubmit","computer","resubmit computer"
"computer","implemented","computer implemented"
"implemented","inventions","implemented inventions"
"inventions","directive","inventions directive"
"directive","meps","directive meps"
"meps","failed","meps failed"
"failed","vocal","failed vocal"
"vocal","critics","vocal critics"
"critics","favour","critics favour"
"favour","firms","favour firms"
"firms","impact","firms impact"
"impact","opensource","impact opensource"
"opensource","software","opensource software"
"software","innovation","software innovation"
"innovation","supporters","innovation supporters"
"supporters","firms","supporters firms"
"firms","protect","firms protect"
"protect","inventions","protect inventions"
"inventions","directive","inventions directive"
"directive","intended","directive intended"
"intended","offer","intended offer"
"offer","patent","offer patent"
"patent","protection","patent protection"
"protection","inventions","protection inventions"
"inventions","software","inventions software"
"software","achieve","software achieve"
"achieve","effect","achieve effect"
"effect","words","effect words"
"words","computer","words computer"
"computer","implemented","computer implemented"
"implemented","invention","implemented invention"
"invention","draft","invention draft"
"draft","law","draft law"
"law","suffered","law suffered"
"suffered","setbacks","suffered setbacks"
"setbacks","poland","setbacks poland"
"poland","largest","poland largest"
"largest","eu","largest eu"
"eu","rejected","eu rejected"
"rejected","adoption","rejected adoption"
"adoption","intense","adoption intense"
"intense","lobbying","intense lobbying"
"lobbying","issue","lobbying issue"
"issue","started","issue started"
"started","gain","started gain"
"gain","momentum","gain momentum"
"momentum","national","momentum national"
"national","parliaments","national parliaments"
"parliaments","putting","parliaments putting"
"putting","immense","putting immense"
"immense","pressure","immense pressure"
"pressure","meps","pressure meps"
"meps","draft","meps draft"
"draft","law","draft law"
"law","juri","law juri"
"juri","meeting","juri meeting"
"meeting","voting","meeting voting"
"voting","abstain","voting abstain"
"abstain","opponents","abstain opponents"
"opponents","draft","opponents draft"
"draft","directive","draft directive"
"directive","welcomed","directive welcomed"
"welcomed","decision","welcomed decision"
"decision","reading","decision reading"
"reading","proposals","reading proposals"
"proposals","eu","proposals eu"
"eu","chance","eu chance"
"chance","fuller","chance fuller"
"fuller","debates","fuller debates"
"debates","implications","debates implications"
"implications","patenting","implications patenting"
"patenting","computer","patenting computer"
"computer","programs","computer programs"
"programs","internet","programs internet"
"internet","business","internet business"
"business","methods","business methods"
"methods","permitted","methods permitted"
"permitted","means","permitted means"
"means","usbased","means usbased"
"usbased","amazoncom","usbased amazoncom"
"amazoncom","holds","amazoncom holds"
"holds","patent","holds patent"
"patent","oneclick","patent oneclick"
"oneclick","shopping","oneclick shopping"
"shopping","service","shopping service"
"service","critics","service critics"
"critics","concerned","critics concerned"
"concerned","directive","concerned directive"
"directive","lead","directive lead"
"lead","similar","lead similar"
"similar","model","similar model"
"model","happening","model happening"
"happening","europe","happening europe"
"europe","fear","europe fear"
"fear","hurt","fear hurt"
"hurt","software","hurt software"
"software","developers","software developers"
"developers","legal","developers legal"
"legal","financial","legal financial"
"financial","larger","financial larger"
"larger","companies","larger companies"
"companies","fight","companies fight"
"fight","patent","fight patent"
"patent","legal","patent legal"
"legal","action","legal action"
"action","court","action court"
"court","supporters","court supporters"
"supporters","current","supporters current"
"current","laws","current laws"
"laws","inefficient","laws inefficient"
"inefficient","serve","inefficient serve"
"serve","playing","serve playing"
"playing","field","playing field"
"field","bringing","field bringing"
"bringing","eu","bringing eu"
"eu","laws","eu laws"
"laws","line","laws line"
"line","solutions","line solutions"
"solutions","net","solutions net"
"net","security","net security"
"security","fears","security fears"
"fears","fake","fears fake"
"fake","bank","fake bank"
"bank","emails","bank emails"
"emails","phishing","emails phishing"
"phishing","stories","phishing stories"
"stories","id","stories id"
"id","theft","id theft"
"theft","damaging","theft damaging"
"damaging","potential","damaging potential"
"potential","net","potential net"
"net","online","net online"
"online","commerce","online commerce"
"commerce","ebusiness","commerce ebusiness"
"ebusiness","experts","ebusiness experts"
"experts","trust","experts trust"
"trust","online","trust online"
"online","security","online security"
"security","falling","security falling"
"falling","result","falling result"
"result","poll","result poll"
"poll","net","poll net"
"net","firms","net firms"
"firms","protect","firms protect"
"protect","people","protect people"
"people","survey","people survey"
"survey","people","survey people"
"people","reported","people reported"
"reported","hand","reported hand"
"hand","personal","hand personal"
"personal","information","personal information"
"information","online","information online"
"online","worrying","online worrying"
"worrying","shopaholics","worrying shopaholics"
"shopaholics","firms","shopaholics firms"
"firms","exploit","firms exploit"
"exploit","net","exploit net"
"net","people","net people"
"people","aware","people aware"
"aware","online","aware online"
"online","security","online security"
"security","issues","security issues"
"issues","confidence","issues confidence"
"confidence","companies","confidence companies"
"companies","counter","companies counter"
"counter","threats","counter threats"
"threats","security","threats security"
"security","firm","security firm"
"firm","rsa","firm rsa"
"rsa","carried","rsa carried"
"carried","poll","carried poll"
"poll","estimated","poll estimated"
"estimated","million","estimated million"
"million","britons","million britons"
"britons","net","britons net"
"net","managing","net managing"
"managing","financial","managing financial"
"financial","affairs","financial affairs"
"affairs","security","affairs security"
"security","experts","security experts"
"experts","scare","experts scare"
"scare","stories","scare stories"
"stories","vulnerabilities","stories vulnerabilities"
"vulnerabilities","dogging","vulnerabilities dogging"
"dogging","ecommerce","dogging ecommerce"
"ecommerce","ebanking","ecommerce ebanking"
"ebanking","banks","ebanking banks"
"banks","dont","banks dont"
"dont","threat","dont threat"
"threat","overplayed","threat overplayed"
"overplayed","barry","overplayed barry"
"barry","beal","barry beal"
"beal","global","beal global"
"global","security","global security"
"security","manager","security manager"
"manager","capgemini","manager capgemini"
"capgemini","told","capgemini told"
"told","bbc","told bbc"
"bbc","news","bbc news"
"news","website","news website"
"website","added","website added"
"added","challenge","added challenge"
"challenge","banks","challenge banks"
"banks","provide","banks provide"
"provide","customer","provide customer"
"customer","improves","customer improves"
"improves","security","improves security"
"security","balances","security balances"
"balances","usability","balances usability"
"usability","ensuring","usability ensuring"
"ensuring","extra","ensuring extra"
"extra","security","extra security"
"security","measures","security measures"
"measures","protects","measures protects"
"protects","individual","protects individual"
"individual","parties","individual parties"
"parties","prevent","parties prevent"
"prevent","fraud","prevent fraud"
"fraud","card","fraud card"
"card","issuers","card issuers"
"issuers","informed","issuers informed"
"informed","types","informed types"
"types","attacks","types attacks"
"attacks","procedure","attacks procedure"
"procedure","protect","procedure protect"
"protect","indemnify","protect indemnify"
"indemnify","login","indemnify login"
"login","details","login details"
"details","usernames","details usernames"
"usernames","passwords","usernames passwords"
"passwords","simply","passwords simply"
"simply","anymore","simply anymore"
"anymore","biggest","anymore biggest"
"biggest","challenges","biggest challenges"
"challenges","improving","challenges improving"
"improving","security","improving security"
"security","online","security online"
"online","authenticate","online authenticate"
"authenticate","individuals","authenticate individuals"
"individuals","identity","individuals identity"
"identity","security","identity security"
"security","companies","security companies"
"companies","developed","companies developed"
"developed","methods","developed methods"
"methods","complement","methods complement"
"complement","replace","complement replace"
"replace","passwords","replace passwords"
"passwords","easily","passwords easily"
"easily","compromised","easily compromised"
"compromised","easy","compromised easy"
"easy","forget","easy forget"
"forget","street","forget street"
"street","survey","street survey"
"survey","found","survey found"
"found","people","found people"
"people","reveal","people reveal"
"reveal","password","reveal password"
"password","bar","password bar"
"bar","chocolate","bar chocolate"
"chocolate","average","chocolate average"
"average","people","average people"
"people","remember","people remember"
"remember","passwords","remember passwords"
"passwords","resort","passwords resort"
"resort","online","resort online"
"online","accounts","online accounts"
"accounts","passwords","accounts passwords"
"passwords","write","passwords write"
"write","hide","write hide"
"hide","desk","hide desk"
"desk","document","desk document"
"document","computer","document computer"
"computer","separate","computer separate"
"separate","survey","separate survey"
"survey","rsa","survey rsa"
"rsa","fed","rsa fed"
"fed","passwords","fed passwords"
"passwords","login","passwords login"
"login","computer","login computer"
"computer","systems","computer systems"
"systems","ideal","systems ideal"
"ideal","single","ideal single"
"single","online","single online"
"online","identity","online identity"
"identity","validated","identity validated"
"validated","series","validated series"
"series","passwords","series passwords"
"passwords","questions","passwords questions"
"questions","biometric","questions biometric"
"biometric","measurement","biometric measurement"
"measurement","fingerprint","measurement fingerprint"
"fingerprint","iris","fingerprint iris"
"iris","scan","iris scan"
"scan","token","scan token"
"token","smartcard","token smartcard"
